,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Unnamed: 0,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin
3053,True,False,False,False,False,True,3053,64.0,False,313.0,782.0,8.0,0.0,0.0,False,2
3054,True,False,False,False,False,True,3054,27.0,False,0.0,0.0,775.0,127.0,0.0,True,2
3055,True,False,False,False,False,True,3055,24.0,False,0.0,0.0,0.0,0.0,0.0,False,2
3056,False,False,True,False,False,True,3056,38.0,False,0.0,0.0,0.0,0.0,0.0,True,2
3057,False,False,True,False,False,True,3057,47.0,False,378.0,0.0,117.0,1147.0,132.0,False,2
3058,True,False,False,True,False,False,3058,8.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3059,True,False,False,False,False,True,3059,1.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3060,True,False,False,True,False,False,3060,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3061,True,False,False,False,False,True,3061,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3062,False,True,False,False,False,True,3062,41.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3063,False,False,True,False,False,True,3063,35.0,False,0.0,0.0,0.0,0.0,0.0,False,4
3064,False,False,True,True,False,False,3064,31.0,False,1065.0,13.0,150.0,36.0,0.0,False,4
3065,True,False,False,False,True,False,3065,14.0,False,0.0,43.0,504.0,125.0,0.0,False,3
3066,True,False,False,False,False,True,3066,25.0,False,0.0,0.0,762.0,0.0,50.0,False,5
3067,False,True,False,False,False,True,3067,26.0,False,0.0,0.0,0.0,0.0,0.0,True,3
3068,False,True,False,False,False,True,3068,26.0,False,0.0,1638.0,0.0,476.0,226.0,False,5
3069,False,True,False,False,False,True,3069,30.0,False,0.0,1076.0,0.0,3725.0,9.0,False,6
3070,False,True,False,True,False,False,3070,49.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3071,True,False,False,False,False,True,3071,19.0,False,260.0,0.0,238.0,139.0,8.0,False,6
3073,True,False,False,False,False,True,3073,27.0,False,0.0,0.0,0.0,0.0,1765.0,False,6
3074,False,True,False,False,False,True,3074,39.0,False,0.0,957.0,0.0,22.0,401.0,True,6
3075,False,True,False,True,False,False,3075,32.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3076,False,True,False,False,False,True,3076,11.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3078,False,True,False,False,False,True,3078,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3079,True,False,False,False,False,True,3079,56.0,False,0.0,335.0,532.0,15.0,26.0,False,6
3080,True,False,False,False,False,True,3080,42.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3081,False,True,False,True,False,False,3081,40.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3082,False,True,False,True,False,False,3082,53.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3083,False,False,True,False,False,True,3083,31.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3084,False,False,True,False,False,True,3084,14.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3085,True,False,False,False,True,False,3085,31.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3087,True,False,False,False,False,True,3087,32.0,False,0.0,0.0,0.0,0.0,772.0,False,6
3088,True,False,False,False,False,True,3088,34.0,False,578.0,0.0,0.0,0.0,323.0,False,5
3089,True,False,False,False,False,True,3089,55.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3090,False,False,True,False,False,True,3090,42.0,False,1633.0,0.0,29.0,4.0,102.0,False,4
3091,True,False,False,False,False,True,3091,40.0,False,666.0,4.0,83.0,0.0,50.0,True,2
3092,False,False,True,True,False,False,3092,48.0,True,824.0,2.0,830.0,298.0,0.0,False,6
3093,False,False,True,False,False,True,3093,37.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3094,False,False,True,True,False,False,3094,17.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3095,False,False,True,False,False,True,3095,60.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3096,False,True,False,True,False,False,3096,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3097,False,True,False,False,False,True,3097,30.0,False,0.0,180.0,90.0,7740.0,142.0,False,6
3098,False,True,False,False,False,True,3098,32.0,False,0.0,0.0,7.0,3653.0,226.0,False,5
3099,True,False,False,False,True,False,3099,28.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3101,True,False,False,False,False,True,3101,24.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3102,True,False,False,True,False,False,3102,47.0,False,0.0,0.0,0.0,0.0,0.0,False,2
3103,True,False,False,False,False,True,3103,32.0,False,180.0,25.0,584.0,0.0,0.0,False,5
3105,True,False,False,False,False,True,3105,17.0,False,3.0,2126.0,0.0,0.0,0.0,True,6
3106,True,False,False,False,True,False,3106,47.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3108,False,True,False,True,False,False,3108,13.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3109,False,True,False,False,False,True,3109,22.0,False,0.0,5.0,0.0,12.0,6111.0,False,6
3110,False,True,False,False,False,True,3110,61.0,False,0.0,4082.0,0.0,265.0,201.0,True,3
3111,False,True,False,True,False,False,3111,19.0,False,0.0,4494.0,0.0,11.0,3460.0,True,3
3112,False,True,False,False,False,True,3112,45.0,False,0.0,1897.0,0.0,880.0,605.0,True,1
3113,True,False,False,False,True,False,3113,18.0,False,0.0,0.0,0.0,0.0,0.0,False,4
3114,True,False,False,False,False,True,3114,32.0,False,0.0,810.0,0.0,0.0,2.0,False,6
3115,False,True,False,False,False,True,3115,52.0,True,0.0,1429.0,0.0,1371.0,488.0,True,5
3116,False,False,True,False,False,True,3116,25.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3117,False,False,True,False,False,True,3117,9.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3118,False,False,True,False,False,True,3118,18.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3119,True,False,False,False,True,False,3119,26.0,False,717.0,0.0,84.0,0.0,0.0,False,2
3120,True,False,False,False,False,True,3120,20.0,False,1.0,52.0,533.0,0.0,1022.0,False,2
3121,True,False,False,False,False,True,3121,6.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3122,True,False,False,False,True,False,3122,5.0,False,0.0,0.0,0.0,0.0,0.0,False,4
3123,False,True,False,True,False,False,3123,40.0,False,0.0,372.0,7.0,5.0,1467.0,False,5
3124,True,False,False,False,True,False,3124,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3125,False,False,True,False,False,True,3125,18.0,False,2532.0,0.0,46.0,0.0,0.0,False,4
3126,True,False,False,False,False,True,3126,42.0,False,0.0,3.0,0.0,898.0,1.0,False,3
3127,True,False,False,False,True,False,3127,14.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3128,False,False,True,False,False,True,3128,33.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3130,True,False,False,False,False,True,3130,35.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3131,True,False,False,False,True,False,3131,53.0,False,2.0,18.0,705.0,0.0,1.0,False,5
3132,True,False,False,False,False,True,3132,56.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3133,True,False,False,True,False,False,3133,35.0,False,1.0,0.0,37.0,719.0,0.0,False,5
3134,True,False,False,False,False,True,3134,18.0,False,1.0,56.0,0.0,602.0,205.0,False,4
3136,True,False,False,True,False,False,3136,20.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3137,False,False,True,False,False,True,3137,44.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3138,True,False,False,False,False,True,3138,26.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3139,False,False,True,False,False,True,3139,23.0,False,24.0,1.0,1264.0,0.0,0.0,True,6
3141,False,True,False,False,False,True,3141,25.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3142,False,True,False,True,False,False,3142,42.0,False,0.0,1209.0,0.0,1026.0,636.0,False,4
3143,True,False,False,False,False,True,3143,20.0,False,0.0,39.0,830.0,17.0,0.0,True,2
3144,True,False,False,False,False,True,3144,4.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3145,True,False,False,False,False,True,3145,64.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3146,True,False,False,False,False,True,3146,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3147,True,False,False,False,True,False,3147,19.0,False,0.0,463.0,269.0,0.0,4.0,True,5
3148,True,False,False,True,False,False,3148,6.0,False,0.0,0.0,0.0,0.0,0.0,False,6
3149,False,True,False,False,False,True,3149,23.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3150,True,False,False,False,False,True,3150,22.0,False,0.0,269.0,0.0,100.0,28.0,False,6
3152,False,False,True,False,False,True,3152,21.0,False,2.0,0.0,898.0,148.0,0.0,False,5
3153,True,False,False,False,True,False,3153,37.0,False,308.0,35.0,415.0,10.0,0.0,True,6
3154,True,False,False,True,False,False,3154,24.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3155,True,False,False,False,False,True,3155,38.0,False,0.0,0.0,0.0,0.0,0.0,False,6
3156,True,False,False,False,False,True,3156,11.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3157,True,False,False,True,False,False,3157,6.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3158,False,True,False,False,False,True,3158,49.0,False,0.0,104.0,809.0,3668.0,7.0,False,6
3159,False,True,False,False,False,True,3159,55.0,False,0.0,5971.0,158.0,4125.0,1984.0,False,6
3160,True,False,False,False,False,True,3160,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3161,True,False,False,False,False,True,3161,19.0,False,90.0,0.0,0.0,74.0,595.0,False,6
3163,False,True,False,False,False,True,3163,48.0,False,0.0,12.0,0.0,7967.0,15.0,False,5
3164,False,True,False,True,False,False,3164,25.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3165,False,True,False,False,False,True,3165,23.0,False,2.0,6748.0,0.0,23.0,0.0,True,4
3166,True,False,False,False,True,False,3166,27.0,False,0.0,0.0,0.0,0.0,0.0,False,6
3167,True,False,False,False,False,True,3167,39.0,False,505.0,178.0,181.0,0.0,0.0,False,6
3168,True,False,False,False,False,True,3168,28.0,False,0.0,1376.0,4.0,0.0,0.0,True,6
3170,False,False,True,False,False,True,3170,47.0,False,2267.0,0.0,117.0,0.0,0.0,False,5
3171,True,False,False,False,False,True,3171,65.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3173,False,True,False,True,False,False,3173,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3174,False,True,False,False,False,True,3174,27.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3175,True,False,False,False,False,True,3175,21.0,True,0.0,0.0,0.0,0.0,0.0,True,1
3176,True,False,False,False,False,True,3176,37.0,False,190.0,0.0,2.0,799.0,0.0,False,6
3177,False,True,False,False,False,True,3177,31.0,False,0.0,1216.0,0.0,897.0,478.0,False,5
3178,True,False,False,False,False,True,3178,33.0,False,22.0,37.0,415.0,0.0,333.0,False,6
3179,False,True,False,True,False,False,3179,53.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3180,False,True,False,False,False,True,3180,27.0,False,0.0,18481.0,0.0,2.0,3875.0,True,6
3181,True,False,False,False,False,True,3181,74.0,False,0.0,193.0,581.0,0.0,0.0,True,6
3182,False,False,True,False,False,True,3182,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True,5
3183,True,False,False,False,True,False,3183,23.0,False,381.0,0.0,137.0,104.0,8.0,False,6
3184,False,True,False,True,False,False,3184,74.0,False,0.0,1026.0,0.0,6616.0,119.0,False,2
3185,True,False,False,False,False,True,3185,23.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3186,True,False,False,False,True,False,3186,26.0,False,6.0,0.0,400.0,2.0,373.0,False,6
3187,True,False,False,False,False,True,3187,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3188,True,False,False,False,False,True,3188,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3189,True,False,False,True,False,False,3189,24.0,False,95.0,35.0,1442.0,0.0,0.0,False,5
3191,False,True,False,False,False,True,3191,17.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3192,True,False,False,True,False,False,3192,26.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3193,False,True,False,False,False,True,3193,39.0,False,0.0,2.0,0.0,909.0,3291.0,False,5
3194,True,False,False,False,False,True,3194,17.0,False,0.0,83.0,0.0,0.0,943.0,False,6
3195,True,False,False,True,False,False,3195,15.0,False,350.0,0.0,91.0,198.0,0.0,False,6
3196,True,False,False,False,False,True,3196,37.0,False,503.0,0.0,26.0,0.0,116.0,False,4
3199,False,True,False,False,False,True,3199,16.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3201,False,True,False,False,False,True,3201,7.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3203,True,False,False,False,True,False,3203,44.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3204,True,False,False,False,False,True,3204,42.0,False,1196.0,0.0,0.0,68.0,1.0,False,6
3205,True,False,False,False,False,True,3205,29.0,False,0.0,4.0,0.0,0.0,904.0,False,6
3206,False,True,False,True,False,False,3206,22.0,False,0.0,4209.0,26.0,2462.0,466.0,True,5
3207,False,True,False,False,False,True,3207,21.0,False,0.0,2834.0,0.0,414.0,558.0,True,6
3208,True,False,False,False,False,True,3208,21.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3209,True,False,False,False,False,True,3209,21.0,False,0.0,0.0,0.0,0.0,0.0,False,6
3210,False,False,True,False,False,True,3210,13.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3211,True,False,False,False,True,False,3211,16.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3213,True,False,False,False,False,True,3213,36.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3214,True,False,False,False,True,False,3214,26.0,False,86.0,377.0,0.0,0.0,77.0,False,4
3216,True,False,False,False,False,True,3216,14.0,False,0.0,0.0,533.0,266.0,93.0,False,5
3217,True,False,False,False,False,True,3217,29.0,False,0.0,0.0,0.0,0.0,0.0,False,4
3218,False,False,True,False,False,True,3218,19.0,False,506.0,0.0,395.0,159.0,229.0,False,5
3219,True,False,False,False,False,True,3219,51.0,False,90.0,0.0,0.0,881.0,0.0,False,4
3220,True,False,False,False,False,True,3220,64.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3221,False,True,False,False,False,True,3221,41.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3222,True,False,False,False,False,True,3222,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,False,1
3223,True,False,False,True,False,False,3223,16.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3224,True,False,False,False,False,True,3224,20.0,False,0.0,880.0,5.0,25.0,490.0,False,6
3225,False,True,False,False,False,True,3225,31.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3226,False,True,False,False,False,True,3226,38.0,False,0.0,952.0,0.0,0.0,1790.0,False,6
3227,False,True,False,True,False,False,3227,59.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3229,False,True,False,False,False,True,3229,33.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3231,False,True,False,True,False,False,3231,49.0,False,0.0,8766.0,15.0,149.0,178.0,True,4
3233,True,False,False,True,False,False,3233,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3235,True,False,False,False,False,True,3235,24.0,False,1.0,467.0,4.0,0.0,341.0,False,6
3236,False,True,False,False,False,True,3236,52.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3237,True,False,False,False,True,False,3237,50.0,False,121.0,558.0,0.0,10.0,0.0,False,0
3238,True,False,False,False,True,False,3238,31.0,False,0.0,627.0,1.0,0.0,13.0,False,0
3239,True,False,False,False,False,True,3239,25.0,False,0.0,0.0,0.0,0.0,0.0,False,4
3240,True,False,False,False,True,False,3240,62.0,False,3.0,0.0,2908.0,0.0,0.0,True,5
3241,False,True,False,False,False,True,3241,49.0,False,0.0,1855.0,0.0,166.0,1655.0,False,5
3242,False,True,False,False,False,True,3242,24.0,False,0.0,0.0,0.0,0.0,0.0,True,3
3243,False,True,False,False,False,True,3243,33.0,False,0.0,3157.0,0.0,131.0,0.0,True,6
3244,True,False,False,False,False,True,3244,20.0,False,0.0,559.0,21.0,0.0,5.0,True,6
3245,False,True,False,True,False,False,3245,46.0,False,0.0,0.0,0.0,1529.0,3069.0,False,0
3246,False,True,False,False,False,True,3246,26.0,False,0.0,0.0,0.0,0.0,0.0,False,0
3247,False,True,False,False,False,True,3247,52.0,False,6.0,2333.0,11.0,1149.0,1.0,False,6
3248,False,False,True,False,False,True,3248,28.0,False,274.0,0.0,693.0,944.0,0.0,False,5
3249,False,False,True,False,False,True,3249,39.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3250,False,True,False,False,False,True,3250,29.0,False,4.0,3439.0,0.0,0.0,0.0,True,5
3251,False,True,False,True,False,False,3251,19.0,False,0.0,1347.0,0.0,1756.0,37.0,True,3
3252,True,False,False,False,False,True,3252,15.0,False,0.0,0.0,0.0,6.0,607.0,False,5
3253,True,False,False,False,False,True,3253,33.0,False,44.0,630.0,18.0,96.0,0.0,False,6
3254,False,True,False,False,False,True,3254,47.0,False,0.0,10679.0,0.0,273.0,80.0,True,6
3255,False,True,False,False,False,True,3255,34.0,False,0.0,6229.0,0.0,2279.0,587.0,True,1
3256,False,True,False,True,False,False,3256,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3257,False,True,False,False,False,True,3257,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3258,False,False,True,False,False,True,3258,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True,1
3259,False,False,True,False,False,True,3259,27.0,False,542.0,0.0,1231.0,0.0,1.0,False,2
3260,False,False,True,False,False,True,3260,38.0,True,66.0,0.0,991.0,0.0,0.0,False,4
3261,True,False,False,False,False,True,3261,21.0,False,196.0,5.0,674.0,12.0,20.0,False,6
3262,True,False,False,False,False,True,3262,1.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3263,True,False,False,False,False,True,3263,38.0,False,0.0,1025.0,23.0,0.0,0.0,True,5
3264,True,False,False,False,False,True,3264,0.0,False,0.0,0.0,0.0,0.0,0.0,False,6
3266,True,False,False,False,False,True,3266,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2
3267,False,True,False,True,False,False,3267,48.0,False,0.0,0.0,0.0,0.0,0.0,True,3
3268,False,False,True,True,False,False,3268,22.0,False,124.0,0.0,1763.0,0.0,1014.0,False,0
3269,True,False,False,True,False,False,3269,28.0,False,1.0,0.0,857.0,0.0,0.0,False,3
3270,True,False,False,False,False,True,3270,19.0,False,122.0,170.0,52.0,0.0,465.0,False,5
3271,False,False,True,False,False,True,3271,37.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3272,False,False,True,False,False,True,3272,46.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3273,True,False,False,False,False,True,3273,26.0,True,0.0,0.0,0.0,0.0,0.0,True,5
3274,True,False,False,False,False,True,3274,16.0,False,0.0,0.0,722.0,0.0,1.0,True,4
3275,True,False,False,False,False,True,3275,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3276,True,False,False,False,False,True,3276,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3277,True,False,False,False,False,True,3277,26.0,False,0.0,597.0,0.0,0.0,212.0,False,5
3280,False,True,False,False,False,True,3280,70.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3281,True,False,False,False,False,True,3281,21.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3282,False,False,True,False,False,True,3282,40.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3283,False,False,True,False,False,True,3283,18.0,True,733.0,0.0,688.0,1.0,0.0,False,1
3285,True,False,False,False,False,True,3285,15.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3286,False,False,True,True,False,False,3286,28.0,False,809.0,0.0,31.0,733.0,0.0,False,6
3288,False,False,True,False,False,True,3288,18.0,False,1749.0,50.0,280.0,2.0,0.0,False,1
3289,True,False,False,False,False,True,3289,23.0,False,0.0,30.0,0.0,106.0,566.0,False,4
3291,False,False,True,False,False,True,3291,25.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3292,False,True,False,True,False,False,3292,28.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3293,True,False,False,True,False,False,3293,29.0,False,0.0,10.0,0.0,0.0,715.0,False,5
3294,True,False,False,False,False,True,3294,31.0,False,1.0,110.0,274.0,27.0,376.0,False,5
3295,True,False,False,False,True,False,3295,14.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3296,False,False,True,False,False,True,3296,31.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3297,False,True,False,False,False,True,3297,39.0,False,0.0,2804.0,0.0,130.0,139.0,True,5
3298,False,True,False,True,False,False,3298,17.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3299,False,True,False,False,False,True,3299,56.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3302,True,False,False,False,False,True,3302,48.0,False,0.0,1794.0,0.0,0.0,5.0,True,4
3303,True,False,False,False,False,True,3303,53.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3304,True,False,False,False,True,False,3304,5.0,False,0.0,0.0,0.0,0.0,0.0,False,2
3305,True,False,False,False,False,True,3305,21.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3306,False,True,False,True,False,False,3306,50.0,False,4.0,217.0,0.0,2581.0,436.0,False,6
3307,False,True,False,False,False,True,3307,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3309,True,False,False,False,False,True,3309,28.0,False,766.0,0.0,1.0,258.0,26.0,True,6
3310,True,False,False,False,False,True,3310,18.0,False,0.0,0.0,0.0,0.0,0.0,True,4
3311,False,False,True,False,False,True,3311,37.0,False,78.0,0.0,0.0,2948.0,0.0,False,6
3312,False,False,True,False,False,True,3312,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3313,False,False,True,False,False,True,3313,27.0,False,249.0,0.0,65.0,812.0,55.0,False,1
3314,False,False,True,False,True,False,3314,37.0,False,3.0,0.0,800.0,76.0,0.0,True,1
3315,False,False,True,False,False,True,3315,43.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3316,False,False,True,False,False,True,3316,17.0,False,1617.0,0.0,1777.0,0.0,0.0,True,4
3317,False,False,True,True,False,False,3317,21.0,False,2581.0,354.0,1158.0,139.0,548.0,False,3
3318,False,False,True,True,False,False,3318,55.0,False,14.0,0.0,0.0,3778.0,1.0,False,3
3319,True,False,False,False,False,True,3319,14.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3320,True,False,False,False,False,True,3320,24.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3321,True,False,False,False,True,False,3321,26.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3322,True,False,False,True,False,False,3322,19.0,False,0.0,336.0,508.0,1.0,0.0,True,5
3323,True,False,False,False,False,True,3323,20.0,False,0.0,0.0,2687.0,35.0,340.0,False,5
3324,True,False,False,False,False,True,3324,14.0,False,30.0,59.0,0.0,572.0,0.0,False,5
3325,False,False,True,False,False,True,3325,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3326,True,False,False,False,True,False,3326,15.0,False,85.0,373.0,160.0,5.0,0.0,True,3
3327,True,False,False,False,False,True,3327,25.0,False,19.0,0.0,0.0,1679.0,0.0,False,4
3328,True,False,False,False,True,False,3328,24.0,False,0.0,33.0,0.0,84.0,1062.0,False,5
3329,True,False,False,False,False,True,3329,22.0,False,0.0,4.0,0.0,0.0,1267.0,True,5
3330,False,False,True,False,False,True,3330,26.0,False,1178.0,7.0,0.0,7.0,0.0,False,5
3332,True,False,False,False,True,False,3332,20.0,False,0.0,0.0,1.0,0.0,2260.0,False,5
3333,True,False,False,False,False,True,3333,53.0,False,323.0,120.0,14.0,450.0,0.0,True,5
3334,True,False,False,False,False,True,3334,55.0,False,42.0,4.0,1215.0,0.0,3.0,True,3
3335,True,False,False,False,False,True,3335,22.0,False,0.0,0.0,0.0,739.0,29.0,False,5
3336,False,False,True,False,False,True,3336,35.0,False,576.0,0.0,459.0,22.0,0.0,False,5
3337,False,False,True,False,False,True,3337,40.0,False,787.0,0.0,88.0,0.0,0.0,False,1
3338,True,False,False,False,False,True,3338,22.0,False,0.0,0.0,0.0,0.0,1609.0,False,1
3339,False,False,True,False,True,False,3339,22.0,False,193.0,1.0,640.0,15.0,30.0,True,1
3341,True,False,False,False,True,False,3341,64.0,False,0.0,0.0,0.0,0.0,0.0,True,0
3342,False,True,False,False,False,True,3342,40.0,False,0.0,0.0,0.0,0.0,0.0,True,0
3343,False,False,True,False,False,True,3343,8.0,False,0.0,0.0,0.0,0.0,0.0,True,2
3344,True,False,False,False,False,True,3344,25.0,False,0.0,813.0,89.0,12.0,0.0,False,2
3346,True,False,False,False,False,True,3346,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0
3347,False,False,True,False,False,True,3347,11.0,False,0.0,0.0,0.0,0.0,0.0,True,0
3348,True,False,False,True,False,False,3348,31.0,False,0.0,0.0,0.0,0.0,0.0,True,0
3349,True,False,False,False,False,True,3349,46.0,False,0.0,0.0,0.0,0.0,0.0,False,5
3350,False,False,True,False,False,True,3350,31.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3351,False,True,False,True,False,False,3351,17.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3352,False,True,False,False,False,True,3352,16.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3353,False,True,False,False,False,True,3353,57.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3355,False,True,False,False,False,True,3355,27.0,False,0.0,325.0,0.0,8.0,1622.0,False,5
3356,False,True,False,True,False,False,3356,28.0,False,0.0,0.0,0.0,0.0,0.0,True,6
3357,False,True,False,True,False,False,3357,26.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3358,True,False,False,False,False,True,3358,17.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3360,True,False,False,False,False,True,3360,24.0,False,1.0,790.0,0.0,0.0,0.0,True,5
3361,True,False,False,False,False,True,3361,18.0,False,0.0,733.0,0.0,0.0,0.0,True,3
3362,True,False,False,False,False,True,3362,20.0,False,2.0,0.0,7.0,2.0,547.0,False,6
3363,True,False,False,True,False,False,3363,10.0,False,0.0,0.0,0.0,0.0,0.0,False,6
3364,True,False,False,False,False,True,3364,28.82793046746535,False,2.0,753.0,5.0,0.0,0.0,True,6
3365,True,False,False,True,False,False,3365,23.0,False,0.0,0.0,0.0,0.0,0.0,True,5
3367,False,True,False,True,False,False,3367,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3368,False,True,False,True,False,False,3368,54.0,False,0.0,0.0,0.0,0.0,0.0,True,1
3370,True,False,False,False,False,True,3370,29.0,False,0.0,0.0,0.0,0.0,0.0,False,2
3371,True,False,False,False,False,True,3371,37.0,False,0.0,559.0,366.0,0.0,62.0,True,2
3372,True,False,False,False,False,True,3372,36.0,False,0.0,0.0,0.0,0.0,0.0,True,2
3373,True,False,False,True,False,False,3373,18.0,False,42.0,103.0,0.0,498.0,0.0,False,4
3374,False,False,True,False,False,True,3374,28.0,False,0.0,0.0,0.0,0.0,0.0,True,3
3375,True,False,False,False,True,False,3375,61.0,False,0.0,1.0,276.0,410.0,54.0,False,1
3376,True,False,False,False,False,True,3376,19.0,False,0.0,0.0,0.0,484.0,344.0,False,1
3377,True,False,False,False,False,True,3377,29.0,False,25.0,692.0,0.0,0.0,1.0,True,5
3378,False,False,True,False,False,True,3378,37.0,False,1280.0,0.0,1.0,111.0,408.0,False,5
